Firmware Version,Version 2.3 (13),System S/N,200-10008,Associated XDR,12398-1004,,Gain Pot Settings:,A:,7,B:,6,C:,5,D:,5,,,,,,,,,,,,,,,,,,
Date,Time,Log Type,Unit State,Electrical Energy (J),Time Setting (s),Electrical Power (W),Sonication Mode,Error/Reason,Chan A FWD,Chan A REV,Chan B FWD,Chan B REV,Chan C FWD,Chan C REV,Chan D FWD,Chan D REV,LCD Working?,Panic SW Open?,Unit Temperature (C),Cal Factor (A),Cal Factor (B),Cal Factor (C),Cal Factor (D),Delivered Acoustic Energy (J),,Base Ticks (A),Adj Ticks (A),Base Ticks (B),Adj Ticks (B),Base Ticks (C),Adj Ticks (C),Base Ticks (D),Adj Ticks (D)
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.93,0.09,6.67,0.11,6.4,0.1,6.53,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,123.69,,1421,12,1352,32,1299,104,1343,14
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.92,0.08,6.7,0.11,6.32,0.1,6.54,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,125.17,,1421,11,1352,32,1299,105,1343,14
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.7,0.1,6.76,0.11,6.33,0.1,6.35,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,126.64,,1421,11,1352,32,1299,106,1343,15
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.62,0.08,6.9,0.1,6.47,0.1,6.43,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,128.12,,1421,11,1352,32,1299,106,1343,15
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.67,0.09,7,0.11,6.63,0.11,6.52,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,129.63,,1421,11,1352,31,1299,106,1343,15
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.77,0.08,7,0.1,6.77,0.09,6.55,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,131.15,,1421,11,1352,30,1299,106,1343,15
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.82,0.08,6.79,0.11,6.66,0.11,6.61,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,132.66,,1421,11,1352,30,1299,106,1343,15
8/20/2021,14:22:00,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.88,0.09,6.79,0.1,6.66,0.09,6.75,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,134.18,,1421,11,1352,30,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.97,0.08,6.72,0.11,6.53,0.11,6.42,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,135.67,,1421,10,1352,30,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.68,0.08,6.87,0.1,6.64,0.09,6.45,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,137.17,,1421,10,1352,30,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.77,0.08,6.93,0.11,6.67,0.1,6.53,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,138.68,,1421,10,1352,29,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.85,0.09,6.85,0.1,6.7,0.1,6.56,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,140.19,,1421,10,1352,29,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.92,0.08,6.68,0.11,6.73,0.1,6.46,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,141.7,,1421,9,1352,29,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.94,0.09,6.66,0.11,6.6,0.1,6.58,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,143.2,,1421,8,1352,29,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.9,0.08,6.66,0.1,6.46,0.1,6.49,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,144.69,,1421,8,1352,29,1299,106,1343,15
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.69,0.09,6.63,0.11,6.41,0.1,6.39,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,146.15,,1421,8,1352,29,1299,107,1343,16
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.74,0.08,6.69,0.11,6.49,0.1,6.46,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,147.63,,1421,8,1352,29,1299,107,1343,16
8/20/2021,14:22:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.8,0.09,6.71,0.11,6.54,0.1,6.55,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,149.13,,1421,8,1352,29,1299,107,1343,16
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.89,0.08,6.65,0.11,6.69,0.11,6.45,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,150.63,,1421,8,1352,29,1299,107,1343,16
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.83,0.08,6.58,0.1,6.68,0.09,6.52,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,152.12,,1421,8,1352,29,1299,107,1343,16
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.12,0.09,6.51,0.11,6.29,0.1,6.47,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,153.6,,1421,7,1352,29,1299,108,1343,16
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.7,0.07,6.63,0.1,6.41,0.1,6.26,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,155.06,,1421,7,1352,29,1299,109,1343,17
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.09,6.77,0.1,6.53,0.1,6.41,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,156.54,,1421,7,1352,29,1299,109,1343,18
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.54,0.08,6.93,0.1,6.69,0.1,6.51,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,158.03,,1421,7,1352,28,1299,109,1343,18
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.71,0.08,6.73,0.1,6.76,0.09,6.52,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,159.53,,1421,7,1352,28,1299,109,1343,18
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.88,0.09,6.52,0.12,6.6,0.1,6.47,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,161.02,,1421,7,1352,28,1299,109,1343,18
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.92,0.07,6.54,0.1,6.42,0.1,6.6,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,162.5,,1421,6,1352,28,1299,109,1343,18
8/20/2021,14:22:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.68,0.08,6.63,0.1,6.4,0.09,6.35,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,163.97,,1421,6,1352,28,1299,110,1343,19
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.09,6.69,0.12,6.51,0.1,6.46,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,165.44,,1421,6,1352,28,1299,110,1343,19
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.72,0.08,6.81,0.11,6.48,0.1,6.48,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,166.92,,1421,6,1352,28,1299,110,1343,19
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.88,0.09,6.76,0.1,6.6,0.09,6.5,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,168.42,,1421,6,1352,28,1299,110,1343,19
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.84,0.1,6.52,0.11,6.66,0.1,6.54,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,169.91,,1421,6,1352,28,1299,110,1343,19
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.99,0.08,6.5,0.11,6.44,0.11,6.52,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,171.4,,1421,5,1352,28,1299,110,1343,19
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.84,0.08,6.55,0.1,6.32,0.1,6.41,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,172.87,,1421,5,1352,28,1299,111,1343,20
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.57,0.09,6.64,0.1,6.42,0.1,6.42,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,174.33,,1421,5,1352,28,1299,111,1343,20
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.66,0.08,6.68,0.11,6.47,0.11,6.47,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,175.8,,1421,5,1352,28,1299,111,1343,20
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.9,0.08,6.71,0.1,6.56,0.1,6.47,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,177.3,,1421,5,1352,28,1299,111,1343,20
8/20/2021,14:22:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.99,0.08,6.52,0.1,6.59,0.09,6.49,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,178.79,,1421,4,1352,28,1299,111,1343,20
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.87,0.09,6.41,0.11,6.54,0.1,6.56,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,180.27,,1421,4,1352,29,1299,111,1343,20
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.96,0.09,6.45,0.12,6.37,0.1,6.57,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,181.75,,1421,3,1352,29,1299,112,1343,20
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.58,0.08,6.53,0.1,6.39,0.11,6.39,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,183.2,,1421,3,1352,29,1299,113,1343,21
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.57,0.08,6.71,0.1,6.56,0.1,6.54,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,184.68,,1421,3,1352,29,1299,113,1343,21
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.61,0.09,6.7,0.11,6.68,0.09,6.57,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,186.17,,1421,3,1352,29,1299,113,1343,21
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.67,0.1,6.54,0.11,6.78,0.1,6.64,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,187.67,,1421,3,1352,29,1299,113,1343,21
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.7,0.08,6.4,0.11,6.67,0.11,6.6,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,189.15,,1421,3,1352,30,1299,113,1343,21
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.76,0.07,6.45,0.1,6.48,0.1,6.67,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,190.63,,1421,3,1352,30,1299,113,1343,21
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.09,6.47,0.1,6.34,0.09,6.39,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,192.07,,1421,3,1352,30,1299,114,1343,22
8/20/2021,14:22:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.51,0.09,6.56,0.1,6.45,0.1,6.51,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,193.53,,1421,3,1352,30,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.6,0.09,6.72,0.11,6.61,0.1,6.6,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,195.02,,1421,3,1352,30,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.73,0.08,6.58,0.11,6.66,0.11,6.61,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,196.51,,1421,3,1352,30,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.73,0.07,6.41,0.1,6.67,0.1,6.6,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,197.99,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.81,0.08,6.46,0.1,6.53,0.09,6.67,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,199.48,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.68,0.09,6.53,0.11,6.43,0.1,6.51,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,200.95,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.09,6.6,0.11,6.42,0.1,6.49,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,202.41,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.63,0.08,6.75,0.11,6.57,0.11,6.53,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,203.89,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.71,0.07,6.69,0.1,6.75,0.1,6.6,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,205.4,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.76,0.08,6.5,0.1,6.73,0.09,6.58,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,206.89,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.81,0.09,6.51,0.1,6.61,0.1,6.66,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,208.38,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.84,0.1,6.53,0.11,6.48,0.1,6.56,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,209.86,,1421,3,1352,31,1299,114,1343,22
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.57,0.09,6.57,0.12,6.46,0.11,6.41,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,211.32,,1421,3,1352,31,1299,114,1343,23
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.84,0.09,6.64,0.11,6.51,0.11,6.55,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,212.81,,1421,3,1352,31,1299,114,1343,23
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.88,0.07,6.74,0.11,6.7,0.1,6.52,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,214.32,,1421,3,1352,31,1299,114,1343,23
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.91,0.08,6.5,0.1,6.77,0.1,6.54,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,215.82,,1421,3,1352,31,1299,114,1343,23
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,7,0.08,6.43,0.1,6.78,0.09,6.57,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,217.32,,1421,2,1352,31,1299,114,1343,23
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.11,0.09,6.41,0.11,6.56,0.09,6.6,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,218.82,,1421,1,1352,32,1299,114,1343,23
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.66,0.1,6.57,0.11,6.51,0.1,6.39,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,220.28,,1421,1,1352,32,1299,114,1343,24
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.78,0.09,6.68,0.12,6.62,0.1,6.55,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,221.78,,1421,1,1352,32,1299,114,1343,24
8/20/2021,14:22:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.89,0.08,6.65,0.11,6.74,0.11,6.55,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,223.29,,1421,1,1352,32,1299,114,1343,24
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.09,0.07,6.49,0.1,6.82,0.1,6.54,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,224.8,,1421,0,1352,32,1299,114,1343,24
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.02,0.08,6.42,0.1,6.86,0.1,6.45,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,226.3,,1421,-1,1352,32,1299,114,1343,24
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.1,0.08,6.37,0.1,6.65,0.09,6.55,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,227.79,,1421,-2,1352,33,1299,114,1343,24
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.69,0.09,6.5,0.1,6.55,0.1,6.37,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,229.26,,1421,-2,1352,33,1299,114,1343,25
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.71,0.09,6.61,0.11,6.59,0.1,6.46,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,230.74,,1421,-2,1352,33,1299,114,1343,25
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.78,0.09,6.68,0.11,6.69,0.11,6.5,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,232.24,,1421,-2,1352,33,1299,114,1343,25
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.85,0.08,6.6,0.1,6.83,0.11,6.5,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,233.74,,1421,-2,1352,33,1299,114,1343,25
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.86,0.07,6.5,0.1,6.91,0.1,6.43,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,235.24,,1421,-2,1352,33,1299,114,1343,25
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.99,0.08,6.49,0.1,6.72,0.1,6.49,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,236.74,,1421,-3,1352,33,1299,114,1343,25
8/20/2021,14:22:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.61,0.08,6.63,0.1,6.52,0.09,6.42,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,238.2,,1421,-3,1352,33,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.5,0.09,6.63,0.11,6.52,0.09,6.45,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,239.67,,1421,-3,1352,33,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.63,0.09,6.68,0.11,6.66,0.1,6.53,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,241.16,,1421,-3,1352,33,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.75,0.1,6.63,0.11,6.68,0.1,6.53,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,242.65,,1421,-3,1352,33,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.8,0.09,6.4,0.12,6.75,0.1,6.5,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,244.13,,1421,-3,1352,34,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.82,0.09,6.45,0.12,6.71,0.11,6.49,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,245.62,,1421,-3,1352,34,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.78,0.09,6.53,0.11,6.45,0.11,6.46,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,247.09,,1421,-3,1352,34,1299,114,1343,25
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.46,0.08,6.74,0.11,6.53,0.11,6.38,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,248.56,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.56,0.08,6.89,0.11,6.64,0.1,6.5,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,250.05,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.6,0.07,6.9,0.1,6.78,0.1,6.45,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,251.55,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.81,0.08,6.61,0.1,6.79,0.1,6.47,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,253.05,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.78,0.09,6.5,0.1,6.78,0.09,6.44,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,254.54,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.82,0.09,6.47,0.1,6.51,0.1,6.54,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,256.02,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.46,0.09,6.58,0.11,6.45,0.1,6.42,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,257.47,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.5,0.09,6.66,0.11,6.56,0.1,6.51,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,258.94,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.62,0.09,6.78,0.12,6.66,0.1,6.46,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,260.43,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.75,0.08,6.56,0.11,6.72,0.11,6.51,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,261.92,,1421,-3,1352,34,1299,114,1343,26
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.87,0.08,6.37,0.11,6.81,0.11,6.36,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,263.4,,1421,-3,1352,35,1299,114,1343,27
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.99,0.08,6.55,0.1,6.58,0.1,6.35,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,264.89,,1421,-4,1352,35,1299,114,1343,28
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.57,0.07,6.58,0.1,6.36,0.1,6.36,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,266.34,,1421,-4,1352,35,1299,115,1343,29
8/20/2021,14:22:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.44,0.07,6.8,0.1,6.54,0.1,6.45,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,267.81,,1421,-4,1352,35,1299,115,1343,29
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.73,0.07,6.87,0.1,6.63,0.1,6.49,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,269.31,,1421,-4,1352,35,1299,115,1343,29
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.57,0.07,6.75,0.1,6.73,0.1,6.49,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,270.8,,1421,-4,1352,35,1299,115,1343,29
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.83,0.08,6.48,0.1,6.74,0.1,6.42,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,272.28,,1421,-4,1352,35,1299,115,1343,29
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.61,0.08,6.46,0.1,6.61,0.1,6.45,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,273.75,,1421,-4,1352,35,1299,115,1343,29
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.78,0.08,6.56,0.1,6.3,0.09,6.38,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,275.21,,1421,-4,1352,35,1299,116,1343,30
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.09,6.71,0.1,6.42,0.09,6.47,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,276.68,,1421,-4,1352,35,1299,116,1343,30
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.67,0.08,6.85,0.11,6.48,0.09,6.53,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,278.17,,1421,-4,1352,35,1299,116,1343,30
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.79,0.09,6.93,0.1,6.57,0.1,6.43,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,279.67,,1421,-4,1352,34,1299,116,1343,30
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.52,0.09,6.52,0.11,6.74,0.1,6.45,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,281.14,,1421,-4,1352,34,1299,116,1343,30
8/20/2021,14:22:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.93,0.1,6.48,0.11,6.59,0.1,6.37,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,282.62,,1421,-5,1352,34,1299,116,1343,31
